beer_id_beerAdvocate,beer_name_beerAdvocate,brewery_id_beerAdvocate,brewery_name_beerAdvocate,beer_id_rateBeer,beer_name_rateBeer,brewery_id_rateBeer,brewery_name_rateBeer,similarity
72152,Maple Porter,7216,Adirondack Pub & Brewery,86924,Adirondack Maple Porter,3998,Adirondack Pub & Brewery,1.0
34316,Mauldons Dickens,5164,Mauldons,4721,Mauldons Dickens,2341,Mauldons,1.0
24652,Cuvée St. Antoine,11749,Brasserie Artisanale Du Flo,49244,Cuvée St. Antoine Brune,6079,Brasserie Artisanale et Didactique du Flo,1.0
33279,Peggotty's Porter,5164,Mauldons,32500,Mauldons Peggottys Porter ,2341,Mauldons,1.0
72561,Big Nose Red,7217,Big Nose Brewing,153813,Big Nose Red Ale,13440,Big Nose Brewing,1.0
72563,Big Nose Wheat,7217,Big Nose Brewing,153812,Big Nose Wheat,13440,Big Nose Brewing,1.0
3661,Tun Tavern Irish Red,1335,Tun Tavern,13900,Tun Tavern Irish Red,591,Tun Tavern,1.0
40388,Winter Warmer,1335,Tun Tavern,82546,Tun Tavern Winter Warmer,591,Tun Tavern,1.0
71155,Forbury Lion,9605,"Loddon Brewery, The",46499,Loddon Forbury Lion IPA,3815,Loddon,1.0
3880,Barley's Brown Lion Ale,1037,Barley's Brewing Company,12155,Barleys Brown Lion Ale,2248,Barleys Brewing Company,1.0
33057,Barley's Ivanilla Porter,1037,Barley's Brewing Company,55960,Barleys Ivanilla Porter,2248,Barleys Brewing Company,1.0
20006,Barley's Rye IPA,1037,Barley's Brewing Company,40302,Barleys Rye IPA,2248,Barleys Brewing Company,1.0
23120,Barley's Four Seas Imperial IPA,1037,Barley's Brewing Company,47036,Barleys Four Seas Imperial IPA,2248,Barleys Brewing Company,1.0
36830,Zoller-Hof Spezial-Export,6795,Brauerei Zoller-Hof,58252,Zoller-Hof Spezial-Export,3774,Brauerei Zoller-Hof,1.0
1213,Doggie Style Classic Pale Ale,68,Flying Dog Brewery,683,Flying Dog Doggie Style Classic Pale Ale,109,Flying Dog Brewery,1.0
73974,Wet Hop Easy IPA,22622,Social Kitchen & Brewery,156062,Social Kitchen & Brewery Wet Hop Easy IPA,11543,Social Kitchen & Brewery,1.0
68393,'Stock Stout,9602,Cape Cod Beer,149399,Cape Cod Stock Stout,6931,Cape Cod Beer,1.0
72804,Vidal Saison,22622,Social Kitchen & Brewery,156064,Social Kitchen & Brewery Vidal Saison,11543,Social Kitchen & Brewery,1.0
24837,Barley's Jay's Ain't Just Blowin' Smoke Porter,1037,Barley's Brewing Company,48118,Barleys Jays Aint Just Blowin Smoke Porter,2248,Barleys Brewing Company,1.0
31640,Barley's Heavy Horses Strong Olde Ale,1037,Barley's Brewing Company,60187,Barleys Heavy Horses Strong Olde Ale,2248,Barleys Brewing Company,1.0
72802,Simon Saison,22622,Social Kitchen & Brewery,156694,Social Kitchen & Brewery Simon Saison,11543,Social Kitchen & Brewery,1.0
68472,The Big Lebowski White Prussian,22622,Social Kitchen & Brewery,139328,Social Kitchen & Brewery The Big Lebowski White Prussian,11543,Social Kitchen & Brewery,1.0
64782,Sgt. Pepper,22622,Social Kitchen & Brewery,135872,Social Kitchen & Brewery Sgt. Pepper,11543,Social Kitchen & Brewery,1.0
58103,Old Time Alt,22622,Social Kitchen & Brewery,121456,Social Kitchen & Brewery Old Time Alt,11543,Social Kitchen & Brewery,1.0
58047,Social Kölsch,22622,Social Kitchen & Brewery,121455,Social Kitchen & Brewery Social Kölsch,11543,Social Kitchen & Brewery,1.0
5945,Bishop's Bitter,1175,Sherlock's Home,10892,Sherlocks Home Bishops Bitter,2007,Sherlocks Home Brewpub and Restaurant,1.0
64370,Hocus Pocus,9605,"Loddon Brewery, The",43258,Loddon Hocus Pocus,3815,Loddon,1.0
36473,Barley's Rising Sun JPA,1037,Barley's Brewing Company,72259,Barleys Rising Sun JPA,2248,Barleys Brewing Company,1.0
36561,Barley's Double Dog Dare IPA,1037,Barley's Brewing Company,62443,Barleys Double Dog Dare IPA,2248,Barleys Brewing Company,1.0
57714,Easy IPA,22622,Social Kitchen & Brewery,121458,Social Kitchen & Brewery Easy IPA,11543,Social Kitchen & Brewery,1.0
36563,Barley's Hoptopus Pale Wheat,1037,Barley's Brewing Company,72011,Barleys Hoptopus,2248,Barleys Brewing Company,1.0
50493,Silver Adder,5164,Mauldons,80894,Mauldons Silver Adder,2341,Mauldons,1.0
57692,1787 Abbey Single,22617,New Jersey Beer Company,115753,New Jersey 1787 Abbey Single,11193,New Jersey Beer Company,1.0
57691,Garden State Stout,22617,New Jersey Beer Company,115752,New Jersey Garden State Stout,11193,New Jersey Beer Company,1.0
57690,Hudson Pale Ale,22617,New Jersey Beer Company,115751,New Jersey Hudson Pale Ale,11193,New Jersey Beer Company,1.0
7326,Freedom Ale,1335,Tun Tavern,39061,Tun Tavern Freedom Ale,591,Tun Tavern,1.0
7213,Crimson Ale,1335,Tun Tavern,18602,Tun Tavern Crimson Ale,591,Tun Tavern,1.0
65456,Oatmeal Stout,22611,Bridge Brew Works LLC,140754,Bridge Brew Works Oatmeal Stout,11710,Bridge Brew Works,1.0
37488,Loddon Premier Gold,9605,"Loddon Brewery, The",73566,Loddon Premier Gold,3815,Loddon,1.0
45062,Independence Hop Ale,132,Rogue Ales,94034,Rogue Independence Hop Ale,96,Rogue Ales,1.0
44809,Ferryman's Gold,9605,"Loddon Brewery, The",25252,Loddon Ferrymans Gold,3815,Loddon,1.0
3861,Barley's Bee's Wing Honey Wheat,1037,Barley's Brewing Company,13320,Barleys Bees Wing Honey Wheat,2248,Barleys Brewing Company,1.0
3881,Barley's Angelo's Crooked Sky Rye,1037,Barley's Brewing Company,13318,Barleys Angelos Crooked Sky Rye,2248,Barleys Brewing Company,1.0
48137,El Chupalupalo,220,Lagunitas Brewing Company,98023,Lagunitas El Chupalupalo,1167,Lagunitas Brewing Company,1.0
5956,Barley's Hefe Weiss,1037,Barley's Brewing Company,13547,Barleys Hefe Weiss,2248,Barleys Brewing Company,1.0
26261,Mole Trap,5164,Mauldons,6863,Mauldons Mole Trap,2341,Mauldons,1.0
11340,Black Adder,5164,Mauldons,2905,Mauldons Black Adder,2341,Mauldons,1.0
17083,Tun Tavern Nut Brown Ale,1335,Tun Tavern,3418,Tun Tavern Nut Brown Ale,591,Tun Tavern,1.0
75086,Stone 11.11.11 Vertical Epic Ale,147,Stone Brewing Co.,158413,Stone 11.11.11 Vertical Epic Ale,76,Stone Brewing Co.,1.0
14372,Pumpkin Ale,1335,Tun Tavern,66475,Tun Tavern Pumpkin Ale,591,Tun Tavern,1.0
10680,Summer Weiss,1335,Tun Tavern,62472,Tun Tavern Summer Weiss,591,Tun Tavern,1.0
67382,Pandion Pale Ale,22598,Cismontane Brewing Company,140039,Cismontane Pandion Pale Ale,11518,Cismontane Brewing,1.0
65226,Double Rainbow,22598,Cismontane Brewing Company,137004,Cismontane Double Rainbow IPA,11518,Cismontane Brewing,1.0
204,Old Scratch Amber Lager,68,Flying Dog Brewery,685,Flying Dog Old Scratch Amber Lager,109,Flying Dog Brewery,1.0
64620,The Citizen,22598,Cismontane Brewing Company,128640,Cismontane The Citizen,11518,Cismontane Brewing,1.0
62310,Small Beer,22598,Cismontane Brewing Company,128639,Cismontane Coconut Small Beer,11518,Cismontane Brewing,1.0
59775,Black's Dawn,22598,Cismontane Brewing Company,125588,Cismontane Blacks Dawn,11518,Cismontane Brewing,1.0
58318,Cismontane El Modena Mild,22598,Cismontane Brewing Company,121052,Cismontane El Modena Mild,11518,Cismontane Brewing,1.0
57940,Coulter IPA,22598,Cismontane Brewing Company,121196,Cismontane Coulter IPA,11518,Cismontane Brewing,1.0
60809,Barley's Blood Thirst Wheat,1037,Barley's Brewing Company,141078,Barleys Blood Thirst Wheat,2248,Barleys Brewing Company,1.0
57421,Barley's Blurry Bike IPA,1037,Barley's Brewing Company,120620,Barleys Blurry Bike IPA,2248,Barleys Brewing Company,1.0
37912,Belgian Witte,1335,Tun Tavern,79943,Tun Tavern Belgian Witte,591,Tun Tavern,1.0
6392,Barley's Auld Curiosity Ale,1037,Barley's Brewing Company,12156,Barleys Auld Curiosity Ale,2248,Barleys Brewing Company,1.0
8993,Java Porter,1334,Blind Tiger Brewery & Restaurant,34623,Blind Tiger Java Porter,319,Blind Tiger,1.0
16620,Haacht Witbier,725,Brouwerij Haacht NV,23130,Haacht Witbier,958,Haacht,1.0
43969,Yellow Snow IPA,132,Rogue Ales,34254,Rogue Yellow Snow IPA,96,Rogue Ales,1.0
8992,Blarney Irish Red,1334,Blind Tiger Brewery & Restaurant,1814,Blind Tiger Blarney Irish Red,319,Blind Tiger,1.0
34291,Harvest Wheat Ale,5156,Tahquamenon Falls Brewery & Pub,65095,Tahquamenon Falls Harvest Wheat Ale,7760,Tahquamenon Falls Brewery,1.0
8991,Imperial Stout,1334,Blind Tiger Brewery & Restaurant,1815,Blind Tiger Russian Imperial Stout,319,Blind Tiger,1.0
57939,Peninsular Pale,22598,Cismontane Brewing Company,121053,Cismontane Peninsular Pale,11518,Cismontane Brewing,1.0
8053,Ichabod ESB,1334,Blind Tiger Brewery & Restaurant,38135,Blind Tiger Ichabod ESB,319,Blind Tiger,1.0
4517,Beach Blonde,1613,Panama City Brewery & Cafe,1545,Panama City Beach Blonde,274,Panama City Brewery,1.0
3088,Schmucker Doppel-Bock Dunkel,961,Privat Brauerei Schmucker Ober-Mossau KG,23387,Schmucker Doppel-Bock Dunkel,1944,Privat-Brauerei Schmucker,1.0
68928,Neuer Morgan,22589,The Prodigal Son Brewery,145078,Prodigal Son Neuer Morgan,11956,Prodigal Son Brewery,1.0
47141,Excelsior Witbier,725,Brouwerij Haacht NV,40759,De Kruydtmolen Excelsior Witbier,958,Haacht,1.0
21134,Schmucker Märzen,961,Privat Brauerei Schmucker Ober-Mossau KG,32721,Schmucker Märzen,1944,Privat-Brauerei Schmucker,1.0
5420,Barley's Irish Rogue,1037,Barley's Brewing Company,12737,Barleys Irish Rogue ,2248,Barleys Brewing Company,1.0
36005,Sterling ESB,1335,Tun Tavern,71482,Tun Tavern Sterling ESB,591,Tun Tavern,1.0
27155,Peach Lambic,226,Nashoba Valley Winery,52278,Nashoba Valley Peach Lambic,4069,Nashoba Valley Winery,1.0
32925,Suffolk Pride,5164,Mauldons,13513,Mauldons Suffolk Pride,2341,Mauldons,1.0
4887,Barley's Pilsner,1037,Barley's Brewing Company,12164,Barleys Pilsner,2248,Barleys Brewing Company,1.0
48870,Twisted Ivan Double Porter,1037,Barley's Brewing Company,99502,Barleys Twisted Ivan Double Porter,2248,Barleys Brewing Company,1.0
50728,Barley's Black Bike,1037,Barley's Brewing Company,104913,Barleys Black Bike Bier,2248,Barleys Brewing Company,1.0
31287,King Schwing Pilsner,4125,Gore Range Brewery,47128,Gore Range King Schwing Pilsner,1875,Gore Range Brewery,1.0
5081,Barley's Centennial India Pale Ale,1037,Barley's Brewing Company,12160,Barleys Centennial India Pale Ale,2248,Barleys Brewing Company,1.0
35280,Drunken Monkey,1335,Tun Tavern,71221,Tun Tavern Drunken Monkey,591,Tun Tavern,1.0
33663,Tunfest Lager,1335,Tun Tavern,52745,Tun Tavern Tunfest Lager,591,Tun Tavern,1.0
5085,Barley's Bavarian Wheat,1037,Barley's Brewing Company,12153,Barleys Bavarian Wheat,2248,Barleys Brewing Company,1.0
7104,Bolt 117 Lager,226,Nashoba Valley Winery,27670,Nashoba Valley Bolt 117 Lager,4069,Nashoba Valley Winery,1.0
7103,Heron Ale,226,Nashoba Valley Winery,27671,Nashoba Valley Heron Ale,4069,Nashoba Valley Winery,1.0
45624,Robust Porter,226,Nashoba Valley Winery,98438,Nashoba Valley Robust Porter,4069,Nashoba Valley Winery,1.0
33702,Belgian Style Double,226,Nashoba Valley Winery,70323,Nashoba Valley Belgian Style Double,4069,Nashoba Valley Winery,1.0
26460,Blackberry Ale,226,Nashoba Valley Winery,52279,Nashoba Valley Blackberry Ale,4069,Nashoba Valley Winery,1.0
76955,Dead Santa,22598,Cismontane Brewing Company,162380,Cismontane Dead Santa,11518,Cismontane Brewing,1.0
26411,Belgian Pale Ale,226,Nashoba Valley Winery,52280,Nashoba Valley Belgian Pale Ale ,4069,Nashoba Valley Winery,1.0
22701,Raspberry Wheat,226,Nashoba Valley Winery,39773,Nashoba Valley Raspberry Wheat  ,4069,Nashoba Valley Winery,1.0
30736,Oreo Stout,1335,Tun Tavern,59927,Tun Tavern Oreo Stout,591,Tun Tavern,1.0
27896,Darkness Delight,1335,Tun Tavern,56430,Tun Tavern Darkness Delight,591,Tun Tavern,1.0
32397,Bah Humbug,5164,Mauldons,29530,Mauldons Bah Humbug,2341,Mauldons,1.0
19228,Damase Olsson's English Mild,226,Nashoba Valley Winery,38609,Nashoba Valley Damase Olssons English Mild,4069,Nashoba Valley Winery,1.0
13550,Scottish Ale,7225,Mad Boar Restaurant & Brewery,45443,Mad Boar Scottish Ale,5808,Mad Boar Restaurant and Brewery,1.0
34673,Oskar Farny Premium Pils,3193,Edelweissbrauerei Farny,32133,Farny Oskar Farny Premium Pils,4529,Edelweissbrauerei Farny,1.0
5086,Barley's Brown Ox Ale,1037,Barley's Brewing Company,15654,Barleys Brown Ox Ale,2248,Barleys Brewing Company,1.0
13553,Raspberry Wheat,7225,Mad Boar Restaurant & Brewery,45562,Mad Boar Raspberry Wheat,5808,Mad Boar Restaurant and Brewery,1.0
19227,Imperial Stout,226,Nashoba Valley Winery,42127,Nashoba Valley Imperial Stout,4069,Nashoba Valley Winery,1.0
19226,Summer Stout,226,Nashoba Valley Winery,48666,Nashoba Valley Summer Stout,4069,Nashoba Valley Winery,1.0
19225,Wattaquadoc Wheat,226,Nashoba Valley Winery,36272,Nashoba Valley Wattaquadoc Wheat,4069,Nashoba Valley Winery,1.0
30769,May Bee,5164,Mauldons,24722,Mauldons May Bee,2341,Mauldons,1.0
17613,Barley's Anastasia Russian Imperial Stout,1037,Barley's Brewing Company,35712,Barleys Anastasia Russian Imperial Stout,2248,Barleys Brewing Company,1.0
50115,Raspberry Espresso Chocolate Imperial Stout,870,Moylan's Brewery,103897,Moylans Raspberry Espresso Chocolate Imperial Stout,279,Moylans Brewery & Restaurant,1.0
36106,Wobblin Bob,15793,Union Barrel Works,72093,Union Barrel Works Wobblin Bob Dopplebock,8507,Union Barrel Works,1.0
68896,Pas De Dieux,13947,High & Mighty Beer Co.,124971,High & Mighty Pas De Dieux,11038,High & Mighty Beer Co,1.0
69508,Jupiler Force,134,Brasserie Piedboeuf,139708,Jupiler Force,2004,Brasserie Piedboeuf (InBev),1.0
32069,Batch 375,96,Magic Hat Brewing Company,62045,Magic Hat Batch 375 (Imperial IPA),220,Magic Hat Brewing Company,1.0
59829,Epiphany Pale,1395,Old Schoolhouse Brewery,104176,Old Schoolhouse Epiphany Pale Ale,800,Old Schoolhouse Brewery,1.0
56975,Uncle Bigs Brown Ale,1395,Old Schoolhouse Brewery,104180,Old Schoolhouse Uncle Bigs Brown Ale,800,Old Schoolhouse Brewery,1.0
54517,Backcountry Coffee Stout,1395,Old Schoolhouse Brewery,104175,Old Schoolhouse Backcountry Coffee Stout,800,Old Schoolhouse Brewery,1.0
53324,Ruud Awakening IPA,1395,Old Schoolhouse Brewery,104179,Old Schoolhouse Ruud Awakening IPA,800,Old Schoolhouse Brewery,1.0
53321,Hooligan Stout,1395,Old Schoolhouse Brewery,104182,Old Schoolhouse Hooligan Stout,800,Old Schoolhouse Brewery,1.0
53318,Rendezvous Porter,1395,Old Schoolhouse Brewery,104181,Old Schoolhouse Rendezvous Porter,800,Old Schoolhouse Brewery,1.0
53317,Blazing Amber,1395,Old Schoolhouse Brewery,104178,Old Schoolhouse Blazing Amber,800,Old Schoolhouse Brewery,1.0
50624,Jupiler Tauro,134,Brasserie Piedboeuf,94288,Jupiler Tauro,2004,Brasserie Piedboeuf (InBev),1.0
73256,White Magic,5171,Durham Brewery Ltd,35584,Durham White Magic,731,Durham,1.0
74534,Fumata Nera,13947,High & Mighty Beer Co.,157058,High & Mighty Fumata Nera,11038,High & Mighty Beer Co,1.0
73846,Fumata Bianca,13947,High & Mighty Beer Co.,157057,High & Mighty Fumata Bianca,11038,High & Mighty Beer Co,1.0
31289,Whitewater Wheat,4125,Gore Range Brewery,17621,Gore Range Whitewater Wheat,1875,Gore Range Brewery,1.0
31056,Surf Boar,13955,Ring 'O' Bells Brewery,28258,Ring O Bells Surf Boar,3540,Ring O Bells,1.0
39770,Jupiler NA,134,Brasserie Piedboeuf,15803,Jupiler NA,2004,Brasserie Piedboeuf (InBev),1.0
44495,Sono Distrutto,13947,High & Mighty Beer Co.,92417,High & Mighty Sono Distrutto,11038,High & Mighty Beer Co,1.0
37101,12th Anniversary Imperial Porter,103,"Middle Ages Brewing Co., Ltd.",74473,Middle Ages 12th Anniversary Imperial Porter,91,Middle Ages Brewing,1.0
349,Jupiler,134,Brasserie Piedboeuf,8042,Jupiler,2004,Brasserie Piedboeuf (InBev),1.0
2179,Grand Canyon Rattlesnake Beer,717,Oak Creek Brewing Co.,9492,Grand Canyon Rattlesnake Beer,1658,Oak Creek Brewing Co.,1.0
2484,Oak Creek Amber,717,Oak Creek Brewing Co.,11117,Oak Creek Amber Ale,1658,Oak Creek Brewing Co.,1.0
33324,Jupiler Blue,134,Brasserie Piedboeuf,57142,Jupiler Blue,2004,Brasserie Piedboeuf (InBev),1.0
32633,Mad Pale,96,Magic Hat Brewing Company,63845,Magic Hat Mad Pale,220,Magic Hat Brewing Company,1.0
51068,Oak Creek King Crimson Imperial Red Ale,717,Oak Creek Brewing Co.,83803,Oak Creek King Crimson Imperial Red Ale,1658,Oak Creek Brewing Co.,1.0
6597,Oak Creek Pullman Porter,717,Oak Creek Brewing Co.,13080,Oak Creek Pullman Porter,1658,Oak Creek Brewing Co.,1.0
7133,Oak Creek Nut Brown Ale,717,Oak Creek Brewing Co.,11115,Oak Creek Nut Brown Ale,1658,Oak Creek Brewing Co.,1.0
7433,Oak Creek Gold Lager,717,Oak Creek Brewing Co.,13727,Oak Creek Gold Lager,1658,Oak Creek Brewing Co.,1.0
33451,Middle Ages Pale Ale,103,"Middle Ages Brewing Co., Ltd.",108017,Middle Ages Pale Ale,91,Middle Ages Brewing,1.0
33200,Roxy Rolles,96,Magic Hat Brewing Company,65532,Magic Hat Roxy Rolles,220,Magic Hat Brewing Company,1.0
9292,Piedboeuf Triple,134,Brasserie Piedboeuf,10877,Piedboeuf Triple,2004,Brasserie Piedboeuf (InBev),1.0
31578,One And All,13955,Ring 'O' Bells Brewery,40384,Ring O Bells One And All,3540,Ring O Bells,1.0
33333,Batch 376,96,Magic Hat Brewing Company,65838,Magic Hat Batch 376 (Black Lager),220,Magic Hat Brewing Company,1.0
20362,Red Ale,7157,Extra Billy's Smokehouse And Brewery,31954,Extra Billys Red Ale,4509,Extra Billys Smokehouse and Brewery,1.0
300,Miss Bliss,96,Magic Hat Brewing Company,6267,Magic Hat Miss Bliss,220,Magic Hat Brewing Company,1.0
24411,Solstice Ale,1340,Gaslight Brewery & Restaurant,48374,Gaslight Summer Solstice Ale ,3280,Gaslight Brewery & Restaurant,1.0
24410,1920's Lager,1340,Gaslight Brewery & Restaurant,48373,Gaslight 1920s Lager,3280,Gaslight Brewery & Restaurant,1.0
23368,Mile High Porter,1340,Gaslight Brewery & Restaurant,46050,Gaslight Mile High Porter,3280,Gaslight Brewery & Restaurant,1.0
8593,Max Scotch,1033,Max Lager's American Grill & Brewery,22148,Max Scotch,500,Max Lagers,1.0
30138,Batch 374,96,Magic Hat Brewing Company,56978,Magic Hat Batch 374 (Amber Ale),220,Magic Hat Brewing Company,1.0
9776,Reserve Lager,1033,Max Lager's American Grill & Brewery,23796,Max Reserve Lager,500,Max Lagers,1.0
21952,Slalom Ale,1340,Gaslight Brewery & Restaurant,64320,Gaslight Slalom Ale,3280,Gaslight Brewery & Restaurant,1.0
21951,Bison Brown Ale,1340,Gaslight Brewery & Restaurant,44947,Gaslight Bison Brown Ale,3280,Gaslight Brewery & Restaurant,1.0
20548,Flying Winger,10365,William Greenwood Brewing Co Ltd,40104,Greenwood Flying Winger,5242,Greenwood,1.0
13438,American Ale,7157,Extra Billy's Smokehouse And Brewery,31958,Extra Billys American Ale,4509,Extra Billys Smokehouse and Brewery,1.0
21781,Satan Claws,1340,Gaslight Brewery & Restaurant,43612,Gaslight Satan Claws,3280,Gaslight Brewery & Restaurant,1.0
59954,Zombie Killer,1396,Snipes Mountain Microbrewery & Restaurant,138530,Snipes Mountain Zombie Killer,771,Snipes Mountain Microbrewery & Restaurant,1.0
58090,Satus Creek Pale,1396,Snipes Mountain Microbrewery & Restaurant,123098,Snipes Mountain Satus Creek Pale,771,Snipes Mountain Microbrewery & Restaurant,1.0
59398,Golden Lager,7157,Extra Billy's Smokehouse And Brewery,124653,Extra Billys Golden Lager,4509,Extra Billys Smokehouse and Brewery,1.0
31162,Light Oak,13959,Weatheroak Brewery Ltd.,25007,Weatheroak Light Oak,3786,Weatheroak,1.0
58089,Dos Borrachos,1396,Snipes Mountain Microbrewery & Restaurant,113169,Snipes Mountain Dos Borrachos,771,Snipes Mountain Microbrewery & Restaurant,1.0
21655,11 Piper Ale,1340,Gaslight Brewery & Restaurant,43611,Gaslight 11 Piper Ale,3280,Gaslight Brewery & Restaurant,1.0
49329,Spring Fling,1396,Snipes Mountain Microbrewery & Restaurant,113859,Snipes Mountain Spring Fling,771,Snipes Mountain Microbrewery & Restaurant,1.0
21139,Perfect Stout,1340,Gaslight Brewery & Restaurant,33112,Gaslight Perfect Stout,3280,Gaslight Brewery & Restaurant,1.0
4482,Harvest Ale,1396,Snipes Mountain Microbrewery & Restaurant,18536,Snipes Mountain Harvest Ale,771,Snipes Mountain Microbrewery & Restaurant,1.0
47730,Sesquicentennial Ale,132,Rogue Ales,98777,Rogue Portland Sesquicentennial Ale,96,Rogue Ales,1.0
20735,Bulldog Blonde,1340,Gaslight Brewery & Restaurant,40959,Gaslight Bulldog Blonde,3280,Gaslight Brewery & Restaurant,1.0
20509,Pirate Pale Ale,1340,Gaslight Brewery & Restaurant,32586,Gaslight Pirate Pale Ale,3280,Gaslight Brewery & Restaurant,1.0
39303,Chocolate Espresso Stout,1396,Snipes Mountain Microbrewery & Restaurant,55072,Snipes Mountain Chocolate Espresso Stout,771,Snipes Mountain Microbrewery & Restaurant,1.0
3723,Coyote Moon,1396,Snipes Mountain Microbrewery & Restaurant,29147,Snipes Mountain Coyote Moon,771,Snipes Mountain Microbrewery & Restaurant,1.0
3721,Sunnyside Pale,1396,Snipes Mountain Microbrewery & Restaurant,13786,Snipes Mountain Sunnyside Pale Ale,771,Snipes Mountain Microbrewery & Restaurant,1.0
3720,Extra Blonde,1396,Snipes Mountain Microbrewery & Restaurant,19865,Snipes Mountain Extra Blonde Ale,771,Snipes Mountain Microbrewery & Restaurant,1.0
22015,Crazy Ivans Imperial Stout,1396,Snipes Mountain Microbrewery & Restaurant,39043,Snipes Mountain Crazy Ivans Imperial Stout,771,Snipes Mountain Microbrewery & Restaurant,1.0
30773,Two-Headed Beast,13947,High & Mighty Beer Co.,76124,High & Mighty Two-Headed Beast,11038,High & Mighty Beer Co,1.0
29066,Beach Blonde,13399,Sebastopol Brewing Company,59418,Sebastopol Beach Blonde Ale,6834,Sebastopol Brewing Company,1.0
61249,Cape Cod Beach Blonde,9602,Cape Cod Beer,101042,Cape Cod Beach Blonde Ale,6931,Cape Cod Beer,1.0
45944,Rogue Black Brutal,132,Rogue Ales,70966,Rogue Black Brutal,96,Rogue Ales,1.0
37362,Madgwick Gold,13392,Hammerpot Brewery,70681,Hammerpot Madgwick Gold,6274,Hammerpot,1.0
11395,Black Abbot,5171,Durham Brewery Ltd,23003,Durham Black Abbot,731,Durham,1.0
11385,White Amarillo,5171,Durham Brewery Ltd,37878,Durham White Amarillo,731,Durham,1.0
58189,Fire In The Hole Chili Beer,13391,Fallen Angel Brewery,54335,Fallen Angel Fire In The Hole Chili Beer,6263,Fallen Angel,1.0
64764,IPA Belge,13905,Brasserie Dunham,136068,Dunham IPA Belge,12142,Brasserie Dunham,1.0
58183,Black Death,13391,Fallen Angel Brewery,77414,Fallen Angel Black Death,6263,Fallen Angel,1.0
64761,IPA Anglaise,13905,Brasserie Dunham,136067,Dunham IPA Anglaise,12142,Brasserie Dunham,1.0
56156,Howlin' Red Ale,13391,Fallen Angel Brewery,53824,Fallen Angel Howlin Red Ale,6263,Fallen Angel,1.0
37517,Hickory Switch Porter,13391,Fallen Angel Brewery,51459,Fallen Angel Hickory Switch Porter,6263,Fallen Angel,1.0
29606,Kama Sumatra,13391,Fallen Angel Brewery,57723,Fallen Angel Kama Sumatra,6263,Fallen Angel,1.0
24420,Cape Cod Summer,9602,Cape Cod Beer,62157,Cape Cod Summer,6931,Cape Cod Beer,1.0
34672,Zoller-Hof Hefe-Weizen,6795,Brauerei Zoller-Hof,24891,Zoller-Hof Hefe-Weizen,3774,Brauerei Zoller-Hof,1.0
71133,Stop Work 689 Kolsch,22655,Straight To Ale,146653,Straight To Ale Stop Work 689 Kolsch,10994,Straight To Ale,1.0
26895,Cape Cod Porter,9602,Cape Cod Beer,116347,Cape Cod Porter,6931,Cape Cod Beer,1.0
44981,Cape Cod Harvest Ale,9602,Cape Cod Beer,116835,Cape Cod Harvest Ale,6931,Cape Cod Beer,1.0
57436,Bottle Wreck Porter,13392,Hammerpot Brewery,85079,Hammerpot Bottle Wreck Porter,6274,Hammerpot,1.0
47720,Cape Cod Old Man Winter,9602,Cape Cod Beer,116839,Cape Cod Old Man Winter ,6931,Cape Cod Beer,1.0
12080,Barley's Pipe Buster Brown,1037,Barley's Brewing Company,26919,Barleys Pipe Buster Brown,2248,Barleys Brewing Company,1.0
11382,White Velvet,5171,Durham Brewery Ltd,4290,Durham White Velvet,731,Durham,1.0
59330,Twickenham Mild Ale,22655,Straight To Ale,122696,Straight To Ale Twickenham Mild Ale,10994,Straight To Ale,1.0
57726,Gorillanaut Imperial IPA,22655,Straight To Ale,122303,Straight To Ale Gorillanaut Imperial IPA,10994,Straight To Ale,1.0
36413,Farny Kristall-Weizen,3193,Edelweissbrauerei Farny,32124,Farny Kristall-Weizen,4529,Edelweissbrauerei Farny,1.0
57724,Lily Flagg Milk Stout,22655,Straight To Ale,122300,Straight To Ale Lily Flagg Milk Stout ,10994,Straight To Ale,1.0
40893,Gutmann Hefeweizen,7209,Brauerei Fritz Gutmann,11193,Gutmann Hefeweizen,2066,Brauerei Fritz Gutmann,1.0
40928,Gutmann Dunkles Hefeweizen,7209,Brauerei Fritz Gutmann,33571,Gutmann Dunkles Hefeweizen,2066,Brauerei Fritz Gutmann,1.0
60470,Gutmann Weizenbock,7209,Brauerei Fritz Gutmann,42735,Gutmann Weizenbock,2066,Brauerei Fritz Gutmann,1.0
57722,Monkeynaut IPA,22655,Straight To Ale,122298,Straight To Ale Monkeynaut IPA,10994,Straight To Ale,1.0
13505,Barley's Weizen Bock,1037,Barley's Brewing Company,27320,Barleys Weizen Bock,2248,Barleys Brewing Company,1.0
11381,White Gold,5171,Durham Brewery Ltd,4291,Durham White Gold,731,Durham,1.0
74723,Pale Ale Imperiale,13905,Brasserie Dunham,157265,Dunham Pale Ale Imperiale,12142,Brasserie Dunham,1.0
4790,Barley's Ivan Porter,1037,Barley's Brewing Company,13321,Barleys Ivan Porter,2248,Barleys Brewing Company,1.0
72042,Magic IPA,5171,Durham Brewery Ltd,151344,Durham Magic IPA,731,Durham,1.0
73214,Chunkin Pumpkin,13907,Crabtree Brewing,131908,Crabtree Chunkin Pumpkin,6916,Crabtree Brewing Company,1.0
